"V1","trimed_address","lon","lat","id_name","Acceptance","Accessibility","Annual meeting","Asking price","Back garden","Balcony/roof garden","Bathroom facilities","Building insurance","Building type","CH boiler","Capacity","Construction period","Energy label","Exterior space attached to the building","External storage space","Facilities","Front garden","Garden","Garden location","HILLEGERSBERG C 6550","Heating","Hot water","Insulation","Kind of house","Listed since","Living area","Located at","Location","Maintenance plan","Number of bath rooms","Number of residential layers (stories)","Number of rooms","OVERSCHIE B 7259","Original asking price","Other space inside the building","Patio/atrium","Periodic contribution","Plot size","Provisional energy label","Quality marks","ROTTERDAM S 4556","Registration with KvK","Reserve fund present","Service charges","Shed / storage","Specific","Status","Sun terrace","Type apartment","Type of garage","Type of parking facilities","Type of property","Type of roof","VVE (Owners Association) contribution","Volume in cubic meters","Year of construction","ROTTERDAM C 6538"
NA,"Charlotte de Bourbonlaan 33 b 3062 GC Rotterdam",4.5181515,51.925236,"/en/koop/rotterdam/appartement-40557105-charlotte-de-bourbonlaan-33-b/","Available in consultation",NA,"Yes","€ 425,000 k.k.",NA,"Balcony present",NA,"Yes","Resale property","Gas-fired combination boiler, in ownership",NA,NA,NA,"6 m²","6 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler","Partly double glazed",NA,"February 16, 2018","145 m²","2nd level of residential structure","In residential district","Yes","2 separate toilets","3 residential layers (stories)","7 rooms (4 bedrooms)",NA,NA,NA,NA,"Yes (€ 45 per month)",NA,"G What does this mean?",NA,NA,"Yes","Yes",NA,"Detached wooden storage","Protected townscape or village view (permit needed for alterations)","Available",NA,"Upstairs apartment (double upstairs apartment)",NA,"Public parking",NA,"Gable roof covered with roof tiles","€ 45 per month","467 m³","1937",NA
NA,"Weissenbruchlaan 80 3054 LP Rotterdam",4.495306,51.9562737,"/en/koop/rotterdam/appartement-40557179-weissenbruchlaan-80/","Available in consultation",NA,"Yes","€ 375,000 k.k.",NA,"Balcony present","Bath and shower","Yes","Resale property",NA,NA,NA,NA,"8 m²","8 m²","Outdoor awning and elevator",NA,NA,NA,NA,NA,"Electrical boiler","Partly double glazed",NA,"February 17, 2018","78 m²",NA,"Alongside water, in residential district and unobstructed surrounding view","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","3 rooms (1 bedroom)",NA,NA,NA,NA,"Yes",NA,"G What does this mean?",NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Apartment with shared street entrance",NA,"Public parking",NA,"Flat roof covered with asphalt roofing",NA,"243 m³","1959",NA
NA,"Ellewoutsdijkstraat 155 3086 LC Rotterdam",4.4665477,51.8709105,"/en/koop/rotterdam/appartement-40557191-ellewoutsdijkstraat-155/","Available in consultation",NA,"Yes","€ 97,500 k.k.",NA,"Balcony present","Shower","Yes","Resale property","2002, in ownership",NA,NA,NA,"8 m²","10 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler",NA,NA,"February 16, 2018","54 m²","3rd level of residential structure","Alongside a quiet road and in residential district","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 89 per month)",NA,"E What does this mean?",NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,"Public parking",NA,"Flat roof","€ 89 per month","165 m³","1958",NA
NA,"Oaseplein 1 3025 NM Rotterdam",4.438603,51.9101862,"/en/koop/rotterdam/appartement-40557282-oaseplein-1/","Available in consultation",NA,"No","€ 289,000 k.k.",NA,"Balcony present","Bath, shower and toilet","No","Resale property","Gas-fired combination boiler from 2008, in ownership",NA,NA,"A What does this mean?yfeefrxfsxbbcwcubuaysaftc","14 m²",NA,"Mechanical ventilation and TV via cable",NA,"Sun terrace","Located at the south",NA,"CH boiler","CH boiler","Completely insulated",NA,"February 17, 2018","103 m²","Ground floor","In residential district","No","1 bathroom and 1 separate toilet","3 residential layers (stories)","4 rooms (2 bedrooms)",NA,NA,NA,NA,"No",NA,NA,NA,NA,"No","No",NA,"Built-in",NA,"Available","14 m² (7m deep and 2m broad)","Ground-floor + upstairs apartment (apartment)","Parking place",NA,NA,NA,"€ 70 per month","338 m³","2008",NA
NA,"Katendrechtse Lagedijk 356 b 3083 GN Rotterdam",4.4752494,51.8900796,"/en/koop/rotterdam/appartement-40557536-katendrechtse-lagedijk-356-b/","Available in consultation",NA,"Yes","€ 100,000 k.k.",NA,"Balcony present",NA,"Yes","Resale property","Gas-fired combination boiler from 2012, in ownership",NA,NA,NA,"4 m²","8 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 16, 2018","54 m²","1st level of residential structure","In residential district","Yes",NA,"1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 100 per month)",NA,"E What does this mean?",NA,NA,"Yes","Yes",NA,"Built-in","With carpets and curtains","Available",NA,"Apartment with shared street entrance (apartment)",NA,"Paid parking",NA,"Flat roof covered with asphalt roofing","€ 100 per month","181 m³","1947",NA
NA,"Heenvlietstraat 20 b 3081 SP Rotterdam",4.4890895,51.8946626,"/en/koop/rotterdam/appartement-40557835-heenvlietstraat-20-b/","Available in consultation",NA,"No","€ 155,000 k.k.",NA,"Roof terrace present","2 showers and 2 toilets","No","Resale property","Combination boiler, in ownership",NA,NA,NA,"9 m²",NA,NA,NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 16, 2018","90 m²","2nd level of residential structure","Alongside a quiet road and in residential district","No","2 bathrooms","2 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"No",NA,"G What does this mean?",NA,NA,"No","No",NA,NA,NA,"Available",NA,"Upstairs apartment (apartment)",NA,NA,NA,"Gable roof",NA,"260 m³","1928",NA
NA,"Ernest Groosmanplein 21 3071 MN Rotterdam",4.4954531,51.9078436,"/en/koop/rotterdam/appartement-40557846-ernest-groosmanplein-21/","Available in consultation",NA,"Yes","€ 325,000 k.k.",NA,"Balcony present","Bath","Yes","Resale property",NA,NA,NA,"B What does this mean?","6 m²","6 m²","Mechanical ventilation, TV via cable and elevator",NA,NA,NA,NA,"District heating","Central facility","Completely insulated",NA,"February 17, 2018","112 m²","6th level of residential structure","Alongside water and in residential district","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 171 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Residential property with shared street entrance (apartment)",NA,"Parking garage",NA,"Flat roof","€ 171 per month","335 m³","2004",NA
NA,"Klaverstraat 138 B 3083 VN Rotterdam",4.4774497,51.8861596,"/en/koop/rotterdam/appartement-40557854-klaverstraat-138-b/","Available in consultation",NA,"Yes","€ 99,500 k.k.",NA,"Balcony present","Shower and toilet","Yes","Resale property","Combination boiler, in ownership",NA,NA,NA,NA,"5 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 16, 2018","50 m²","2nd level of residential structure","Alongside a quiet road and in residential district","No","1 bathroom","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 75 per month)",NA,"E What does this mean?",NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,NA,NA,"Gable roof","€ 75 per month","130 m³","1947",NA
NA,"Schiedamseweg Beneden 519 b 3028 BT Rotterdam",4.4187524,51.9144007,"/en/koop/rotterdam/appartement-40557900-schiedamseweg-beneden-519-b/","Available in consultation",NA,"Yes","€ 139,000 k.k.",NA,"Balcony present","Shower","Yes","Resale property","Intergas (gas-fired combination boiler from 2015, in ownership)",NA,NA,"F What does this mean?","3 m²","3 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler",NA,NA,"February 16, 2018","112 m²","3rd level of residential structure","Alongside a quiet road, in residential district and unobstructed surrounding view","No","1 bathroom and 1 separate toilet","3 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"Yes (€ 52 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Paid parking and parking permits",NA,NA,"€ 52 per month","367 m³","1938",NA
NA,"Handelsplein 9 3071 PR Rotterdam",4.5002196,51.9110877,"/en/koop/rotterdam/appartement-40558210-handelsplein-9/","Available in consultation",NA,"Yes","€ 375,000 k.k.",NA,"Roof terrace present","Bath","Yes","Resale property","Vaillant Solide (gas-fired combination boiler from 2009, in ownership)",NA,NA,"Not required","29 m²","4 m²","Mechanical ventilation, TV via cable and elevator, Electricity",NA,NA,NA,NA,"CH boiler","CH boiler","Partly double glazed",NA,"February 16, 2018","121 m²","1st level of residential structure","Alongside water, alongside a quiet road, in center, in residential district and on navigable waterway","Yes","1 bathroom and 1 separate toilet","2 residential layers (stories)","2 rooms (1 bedroom)",NA,NA,NA,NA,"Yes (€ 159 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom","Listed building (national monument)","Available",NA,"Maisonnette (apartment)","Underground parking and parking place","Public parking, paid parking and parking permits",NA,NA,"€ 159 per month","471 m³","1879",NA
NA,"Oostmaaslaan 77 3063 AP Rotterdam",4.513958,51.9180859,"/en/koop/rotterdam/appartement-40558339-oostmaaslaan-77/","Available in consultation",NA,"Yes","€ 500,000 k.k.",NA,NA,NA,"Yes","Resale property",NA,NA,NA,"Not available",NA,"13 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Today","265 m²","1st level of residential structure","Alongside water and unobstructed surrounding view","Yes","2 separate toilets","11 residential layers (stories)","9 rooms (8 bedrooms)",NA,NA,"60 m²",NA,"Yes",NA,NA,NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,"Paid parking and parking permits",NA,NA,NA,"700 m³","1969",NA
NA,"Aarhuispad 43 3067 PR Rotterdam",4.5583351,51.9433957,"/en/koop/rotterdam/appartement-40558562-aarhuispad-43/","Available in consultation",NA,"No","€ 167,000 k.k.",NA,"Balcony present",NA,"No","Resale property",NA,NA,NA,NA,"6 m²","7 m²","Mechanical ventilation and TV via cable, Electricity",NA,NA,NA,"Cadastral mapyfeefrxfsxbbcwcubuaysaftc","District heating","Central facility","Insulated walls and double glazing",NA,"February 16, 2018","84 m²","1st level of residential structure","In residential district","No",NA,"1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"No",NA,"B What does this mean?",NA,NA,"No","No",NA,"Storeroom",NA,"Available",NA,"Apartment with shared street entrance",NA,"Public parking",NA,"Flat roof",NA,"227 m³","1980",NA
NA,"Sumatraweg 9 C 3072 ZP Rotterdam",4.4842141,51.9011748,"/en/koop/rotterdam/appartement-40558629-sumatraweg-9-c/","Available in consultation",NA,"Yes","€ 450,000 k.k.",NA,"Balcony present","Bath and toilet","Yes","Resale property","Combination boiler from 2015, in ownership",NA,NA,NA,"13 m²","6 m²","Outdoor awning, mechanical ventilation and TV via cable",NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 17, 2018","166 m²","1st level of residential structure","In residential district and unobstructed surrounding view","Yes","1 bathroom and 1 separate toilet","3 residential layers (stories)","5 rooms (4 bedrooms)",NA,NA,NA,NA,"Yes (€ 162 per month)",NA,"G What does this mean?",NA,NA,"Yes","Yes",NA,"Attached brick storage",NA,"Available",NA,"Upstairs apartment (double upstairs apartment)",NA,NA,NA,NA,"€ 162 per month","600 m³","Before 1906",NA
NA,"Ungerplein 9 b 3033 BT Rotterdam",4.471261,51.9289879,"/en/koop/rotterdam/appartement-40558650-ungerplein-9-b/","Available in consultation",NA,"Yes","€ 450,000 k.k.",NA,"Balcony present",NA,"Yes","Resale property","In ownership",NA,NA,"Not required","18 m²","8 m²","Mechanical ventilation",NA,NA,NA,NA,"CH boiler","CH boiler","Roof insulation and double glazing",NA,"February 16, 2018","146 m²","2nd level of residential structure","In center and in residential district","Yes","2 separate toilets","2 residential layers (stories)","6 rooms (5 bedrooms)",NA,NA,NA,NA,"Yes (€ 120 per month)",NA,NA,NA,"Cadastral mapyfeefrxfsxbbcwcubuaysaftc","Yes","Yes",NA,"Built-in","Listed building (national monument)","Available",NA,"Upstairs apartment",NA,"Paid parking",NA,"Flat roof covered with asphalt roofing","€ 120 per month","454 m³","1931",NA
NA,"Kalmarpad 11 3067 RR Rotterdam",4.5659988,51.9434584,"/en/koop/rotterdam/appartement-40558791-kalmarpad-11/","Available in consultation",NA,"Yes","€ 195,000 k.k.","57 m² (10,27m deep and 5,52m broad)",NA,NA,"Yes","Resale property",NA,NA,NA,"C What does this mean?",NA,"7 m²","Mechanical ventilation, Electricity",NA,"Back garden and front garden",NA,NA,"District heating","Central facility","Roof insulation, insulated walls, floor insulation and double glazing, No insulation",NA,"February 16, 2018","101 m²","Ground floor","In residential district","Yes",NA,"2 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"Yes (€ 30 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Detached brick storage",NA,"Available",NA,"Ground-floor + upstairs apartment",NA,"Public parking",NA,"Flat roof","€ 30 per month","297 m³","1980",NA
NA,"Niels Bohrplaats 568 3068 JK Rotterdam",4.5326265,51.9595895,"/en/koop/rotterdam/appartement-40558940-niels-bohrplaats-568/","Available immediately",NA,"Yes","€ 176,000 k.k.",NA,"Balcony present",NA,"Yes","Resale property","AWB (gas-fired combination boiler from 2008, in ownership)",NA,NA,"C What does this mean?","11 m²",NA,"Mechanical ventilation",NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 16, 2018","87 m²","3rd level of residential structure",NA,"Yes","1 separate toilet","1 residential layer (story)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"Yes (€ 178 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Galleried apartment (apartment)",NA,NA,NA,NA,"€ 178 per month","270 m³","1969",NA
NA,"Buitenbassinweg 819 3063 TN Rotterdam",4.5212515,51.9069579,"/en/koop/rotterdam/appartement-40559175-buitenbassinweg-819/","Available in consultation","Accessible for seniors","Yes","€ 285,000 k.k.",NA,NA,"Bath","Yes","Resale property",NA,NA,NA,"C What does this mean?",NA,NA,"Mechanical ventilation, TV via cable and sliding door, Electricity",NA,NA,NA,NA,"District heating","Central facility","Roof insulation, insulated walls, floor insulation and double glazing",NA,"February 17, 2018","90 m²","2nd level of residential structure","Alongside water, alongside a quiet road, in residential district and unobstructed surrounding view","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","2 rooms (1 bedroom)",NA,NA,NA,NA,"Yes (€ 138 per month)",NA,NA,NA,NA,"Yes","No",NA,"Built-in",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,"Public parking",NA,"Flat roof covered with asphalt roofing","€ 138 per month","234 m³","1992",NA
NA,"Kabelhof 15 3072 WJ Rotterdam",4.4756854,51.9001055,"/en/koop/rotterdam/appartement-40559221-kabelhof-15/","Available in consultation",NA,"Yes","€ 395,000 k.k.",NA,"Balcony present",NA,"Yes","Resale property","Gas-fired combination boiler, in ownership",NA,NA,NA,"7 m²","8 m²","Mechanical ventilation, TV via cable and elevator",NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 17, 2018","110 m²","3rd level of residential structure","Alongside water, alongside park, in residential district, unobstructed surrounding view, freestanding location and on navigable waterway","Yes","1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,"12 m²",NA,"Yes (€ 140 per month)",NA,"B What does this mean?",NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Apartment with shared street entrance (apartment)","Underground parking","Public parking, paid parking and parking permits",NA,"Flat roof covered with asphalt roofing","€ 140 per month","359 m³","2004",NA
NA,"Lodewijk Pincoffsweg 492 3071 AS Rotterdam",4.4991507,51.906793,"/en/koop/rotterdam/appartement-40559259-lodewijk-pincoffsweg-492/","Available in consultation",NA,"Yes","€ 265,000 k.k.",NA,"French balcony present","Bath and shower","Yes","Resale property",NA,NA,NA,"A What does this mean?yfeefrxfsxbbcwcubuaysaftc","7 m²","4 m²","Mechanical ventilation, TV via cable and elevator",NA,NA,NA,NA,"District heating","Central facility","Completely insulated",NA,"Today","95 m²","2nd level of residential structure","Alongside water, in residential district and unobstructed surrounding view","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","4 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 142 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,NA,NA,"Flat roof","€ 142 per month","317 m³","1999",NA
NA,"Statenweg 55 A 3039 HC Rotterdam",4.45595,51.932526,"/en/koop/rotterdam/appartement-40559420-statenweg-55-a/","Available in consultation",NA,"Yes","€ 395,000 k.k.",NA,"Roof terrace present and balcony present","Bath, shower and toilet","Yes","Resale property","Vaillant HR Plus eco (gas-fired combination boiler from 2018, in ownership)",NA,NA,NA,"37 m²",NA,NA,NA,NA,NA,NA,"CH boiler","CH boiler","Partly double glazed",NA,"February 17, 2018","128 m²","3rd level of residential structure","Alongside a quiet road and in residential district","Yes","1 bathroom and 2 separate toilets","2 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"Yes (€ 68 per month)",NA,"G What does this mean?yfeefrxfsxbbcwcubuaysaftc",NA,NA,"Yes","Yes",NA,NA,NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Paid parking and parking permits",NA,"Flat roof covered with asphalt roofing","€ 68 per month","370 m³","1933",NA
NA,"Groene Hilledijk 472 A 3075 EK Rotterdam",4.5061569,51.8852098,"/en/koop/rotterdam/appartement-40559496-groene-hilledijk-472-a/","Available immediately",NA,"Yes","€ 89,000 k.k.","50 m² (10m deep and 5m broad)","Balcony present",NA,"Yes","Resale property","Remeha (gas-fired combination boiler from 2014, in ownership)",NA,NA,"C What does this mean?","3 m²",NA,NA,NA,"Back garden","Located at the east accessible via the rear",NA,"CH boiler","CH boiler","Double glazing",NA,"February 17, 2018","64 m²","1st level of residential structure",NA,"Yes","1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 156 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Residential property with shared street entrance (apartment)",NA,NA,NA,NA,"€ 156 per month","180 m³","1950",NA
NA,"Bergselaan 295 D 3038 CG Rotterdam",4.4638177,51.9331813,"/en/koop/rotterdam/appartement-40559650-bergselaan-295-d/","Available in consultation",NA,"Yes","€ 235,000 k.k.",NA,"Balcony present","Bath","Yes","Resale property","Vaillant (gas-fired combination boiler, in ownership)",NA,NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 17, 2018","102 m²","2nd level of residential structure","Alongside a quiet road and in residential district","Yes","1 bathroom and 2 separate toilets","2 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,NA,NA,"Yes (€ 85 per month)",NA,"G What does this mean?",NA,NA,"Yes","Yes",NA,NA,NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Paid parking and parking permits",NA,"Flat roof covered with asphalt roofing","€ 85 per month","306 m³","1934",NA
NA,"Stadhoudersplein 109 3038 EA Rotterdam",4.4632606,51.9319904,"/en/koop/rotterdam/appartement-40559667-stadhoudersplein-109/","Available in consultation",NA,"No","€ 105,000 k.k.",NA,"Balcony present","Shower and toilet","No","Resale property",NA,NA,NA,NA,"2 m²","5 m²","Elevator",NA,NA,NA,NA,"Communal central heating",NA,"Double glazing",NA,"February 17, 2018","35 m²","7th level of residential structure","In residential district","No","1 bathroom","1 residential layer (story)","2 rooms (1 bedroom)",NA,NA,NA,NA,"No",NA,"E What does this mean?yfeefrxfsxbbcwcubuaysaftc",NA,NA,"No","No",NA,NA,NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Public parking, paid parking and parking permits",NA,NA,NA,"95 m³","1957",NA
NA,"Nieuwstraat 176 3011 GM Rotterdam",4.4853642,51.9193094,"/en/koop/rotterdam/appartement-40559695-nieuwstraat-176/","Available in consultation","Disabled access friendly and accessible for seniors","Yes","€ 219,000 k.k.",NA,"Roof terrace present","Bath","Yes","Resale property",NA,NA,NA,NA,NA,NA,"Mechanical ventilation, TV via cable and elevator, Electricity",NA,NA,NA,NA,"District heating","Central facility","Partly double glazed",NA,"February 17, 2018","66 m²","1st level of residential structure","In center and in residential district","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","2 rooms (1 bedroom)",NA,NA,NA,NA,"Yes (€ 224 per month)",NA,"B What does this mean?","Energie Prestatie Advies",NA,"Yes","Yes",NA,"Storeroom","Partly furnished with carpets and curtains","Available",NA,"Galleried apartment (apartment)","Underground parking and parking place","Public parking, paid parking, parking garage and parking permits",NA,"Flat roof covered with asphalt roofing","€ 224 per month","200 m³","1982",NA
NA,"Pompenburg 200 3032 EM Rotterdam",4.4789873,51.9251108,"/en/koop/rotterdam/appartement-40559919-pompenburg-200/","Available in consultation",NA,"Yes","€ 235,000 k.k.",NA,NA,"Bath","Yes","Resale property",NA,NA,NA,"B What does this mean?",NA,"3 m²","Electricity",NA,NA,NA,NA,"District heating",NA,"Double glazing",NA,"February 17, 2018","77 m²","1st level of residential structure","In center and in residential district","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 106 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Paid parking and parking permits",NA,"Flat roof covered with asphalt roofing","€ 106 per month","189 m³","1997",NA
NA,"Adriaen van der Doeslaan 45 B 3054 EB Rotterdam",4.492282,51.9580904,"/en/koop/rotterdam/appartement-40559935-adriaen-van-der-doeslaan-45-b/","Available in consultation",NA,"Yes","€ 210,000 k.k.","33 m² (6m deep and 5,5m broad)","Balcony present","Shower","No","Resale property","Remeha (gas-fired combination boiler from 2004, in ownership)",NA,NA,NA,"5 m²",NA,NA,NA,"Back garden","Located at the southeast",NA,"CH boiler","CH boiler","Partly double glazed",NA,"February 17, 2018","70 m²","Ground floor","Alongside a quiet road and in residential district","No","1 bathroom and 1 separate toilet","2 residential layers (stories)","3 rooms (1 bedroom)",NA,NA,"11 m²",NA,"Yes",NA,"G What does this mean?",NA,NA,"Yes","No",NA,NA,NA,"Available",NA,"Ground-floor apartment (apartment)",NA,"Public parking",NA,"Gable roof",NA,"275 m³","1933",NA
NA,"Noorderhavenkade 42 C3 3038 XJ Rotterdam",4.460356,51.935177,"/en/koop/rotterdam/appartement-86912138-noorderhavenkade-42-c3/","Available in consultation",NA,"Yes","€ 195,000 k.k.",NA,NA,NA,"Yes","Resale property","Electrical combination boiler",NA,NA,"D What does this mean?","26 m²","5 m²","TV via cable",NA,"Sun terrace",NA,NA,"CH boiler","CH boiler","Completely insulated",NA,"February 16, 2018","83 m²","3rd level of residential structure","In residential district","No",NA,"2 residential layers (stories)","2 rooms (1 bedroom)",NA,NA,NA,NA,"Yes",NA,NA,"Energie Prestatie Advies",NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Upstairs apartment (apartment)",NA,"Public parking and paid parking",NA,"Flat roof covered with asphalt roofing",NA,"297 m³","1936",NA
NA,"Gedempte Zalmhaven 709 3011 BT Rotterdam",4.4802802,51.9100376,"/en/koop/rotterdam/appartement-86912153-gedempte-zalmhaven-709/","Available in consultation",NA,"Yes","€ 400,000 k.k.",NA,NA,"Sauna, bath, shower and toilet","Yes","Resale property",NA,NA,NA,NA,"10 m²","16 m²","Mechanical ventilation, TV via cable, swimming pool, sauna and elevator",NA,NA,NA,NA,"District heating","Central facility",NA,NA,"February 16, 2018","100 m²","30th level of residential structure",NA,"Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","3 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 188 per month)",NA,"B What does this mean?",NA,NA,"Yes","Yes",NA,"Built-in",NA,"Available",NA,"Mezzanine (apartment)","Underground parking","Public parking, paid parking, parking garage and parking permits",NA,NA,"€ 188 per month","305 m³","2000",NA
NA,"Randweg 97 A 3074 BK Rotterdam",4.512809,51.8912191,"/en/koop/rotterdam/appartement-86912320-randweg-97-a/","Available in consultation",NA,"No","€ 175,000 k.k.",NA,"Balcony present","Bath, shower and toilet","No","Resale property","Gas-fired combination boiler, to rent",NA,NA,NA,NA,NA,"TV via cable",NA,NA,NA,NA,"CH boiler","Electrical boiler","Double glazing",NA,"February 16, 2018","105 m²","3rd level of residential structure","Alongside a quiet road, in residential district and unobstructed surrounding view","No","1 bathroom and 1 separate toilet","2 residential layers (stories)","4 rooms (3 bedrooms)",NA,NA,"7 m²",NA,"No",NA,"G What does this mean?",NA,NA,"Yes","No",NA,NA,"Partly furnished with carpets and curtains","Available",NA,"Upstairs apartment (apartment)",NA,"Public parking, paid parking and parking permits",NA,"Gable roof covered with roof tiles",NA,"275 m³","1927",NA
NA,"Aar 9 3068 HA Rotterdam",4.5705057,51.9635524,"/en/koop/rotterdam/appartement-86912509-aar-9/","Available in consultation",NA,"Yes","€ 235,000 k.k.",NA,"Balcony present","Shower","Yes","Resale property",NA,NA,NA,"C What does this mean?","10 m²","6 m²","Mechanical ventilation, Electricity",NA,NA,NA,NA,"District heating",NA,"No insulation",NA,"February 16, 2018","117 m²","1st level of residential structure","In residential district","Yes","1 bathroom and 1 separate toilet","1 residential layer (story)","5 rooms (4 bedrooms)",NA,NA,"5 m²",NA,"Yes (€ 309 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Galleried apartment (apartment)",NA,"Public parking",NA,"Flat roof covered with asphalt roofing","€ 309 per month","350 m³","1984",NA
NA,"Korendijk 93 3079 PW Rotterdam",4.5466704,51.8827741,"/en/koop/rotterdam/appartement-86912861-korendijk-93/","Available in consultation",NA,"Yes","€ 160,000 k.k.",NA,"French balcony present",NA,"Yes","Resale property","Combination boiler, in ownership",NA,NA,NA,NA,"11 m²",NA,NA,NA,NA,NA,"CH boiler","CH boiler","Completely insulated and double glazing",NA,"February 16, 2018","56 m²","Ground floor",NA,"Yes",NA,"1 residential layer (story)","2 rooms (1 bedroom)",NA,NA,NA,NA,"Yes (€ 93 per month)",NA,"A What does this mean?",NA,NA,"Yes","Yes",NA,NA,NA,"Available",NA,"Ground-floor apartment (apartment)","Underground parking",NA,NA,NA,"€ 93 per month","183 m³","2006",NA
NA,"Goudsesingel 340 C 3011 KL Rotterdam",4.4867223,51.9243613,"/en/koop/rotterdam/appartement-86912944-goudsesingel-340-c/","Available in consultation",NA,"Yes","€ 239,000 k.k.",NA,"Balcony present","Shower and toilet","Yes","Resale property","Remeha Avanta (gas-fired combination boiler from 2009, in ownership)",NA,NA,"D What does this mean?","4 m²","8 m²","Mechanical ventilation and TV via cable",NA,NA,NA,NA,"CH boiler","CH boiler","Double glazing",NA,"February 17, 2018","76 m²","2nd level of residential structure","Alongside busy road, in center, in residential district and sheltered location","Yes","1 bathroom","1 residential layer (story)","4 rooms (2 bedrooms)",NA,NA,NA,NA,"Yes (€ 136 per month)",NA,NA,NA,NA,"Yes","Yes",NA,"Storeroom",NA,"Available",NA,"Apartment with shared street entrance (apartment)",NA,"Public parking",NA,"Flat roof covered with asphalt roofing","€ 136 per month","257 m³","1954",NA
